log_id,date_key,machine_id,shift_id,stage_id,units_produced,scrap_count
4868,20240117,11,1,4,483,7
4869,20240228,1,2,1,519,5
4870,20240330,8,2,3,514,8
4871,20240717,15,3,5,591,2
4872,20241227,1,3,1,540,8
4873,20250316,7,2,3,377,4
4874,20240126,11,3,4,460,5
4875,20240125,14,3,4,364,2
4876,20250128,16,3,5,411,2
4877,20241027,14,1,4,352,3
4878,20241204,12,1,4,568,5
4879,20240923,17,2,6,574,2
4880,20240629,14,1,4,486,6
4881,20250331,10,1,4,484,8
4882,20241225,14,2,4,496,5
4883,20240308,18,1,6,566,1
4884,20241216,9,2,3,503,8
4885,20250215,17,3,6,583,7
4886,20241116,6,2,3,473,6
4887,20240218,8,2,3,507,6
4888,20240623,13,2,4,541,4
4889,20240221,18,3,6,555,4
4890,20240411,5,3,2,400,9
4891,20240803,6,3,3,437,5
4892,20250313,19,2,7,506,4
4893,20240706,4,2,2,545,11
4894,20240226,7,2,3,439,6
4895,20240216,4,2,2,530,4
4896,20240607,11,2,4,470,12
4897,20240622,12,2,4,484,6
4898,20240829,14,2,4,352,4
4899,20241008,13,1,4,508,2
4900,20240828,10,3,4,429,5
4901,20250104,18,1,6,579,6
4902,20240105,16,3,5,410,3
4903,20240324,5,2,2,316,14
4904,20241103,8,1,3,534,3
4905,20241226,14,2,4,454,6
4906,20240904,5,1,2,445,8
4907,20240223,8,1,3,531,3
4908,20240609,6,2,3,442,7
4909,20250309,16,1,5,501,3
4910,20250225,4,1,2,555,10
4911,20250214,12,3,4,499,4
4912,20240813,11,2,4,526,7
4913,20240115,3,2,1,468,4
4914,20240811,12,1,4,560,3
4915,20240301,5,2,2,301,9
4916,20240501,6,3,3,483,6
4917,20241003,19,3,7,552,1
4918,20240215,18,2,6,561,1
4919,20250328,16,2,5,534,5
4920,20250124,11,3,4,505,10
4921,20241020,5,2,2,478,6
4922,20240302,9,1,3,511,5
4923,20240326,3,2,1,456,5
4924,20250321,8,1,3,584,2
4925,20240728,6,3,3,494,3
4926,20240318,4,2,2,547,5
4927,20240720,12,3,4,501,10
4928,20241028,12,2,4,545,6
4929,20250131,16,1,5,433,2
4930,20240810,10,2,4,398,7
4931,20240809,14,3,4,463,8
4932,20240103,13,1,4,365,7
4933,20240106,9,2,3,543,3
4934,20240402,7,3,3,489,4
4935,20240108,12,3,4,501,3
4936,20250303,5,2,2,410,8
4937,20240822,18,3,6,548,2
4938,20240417,4,1,2,616,11
4939,20240609,2,2,1,519,10
4940,20240727,3,1,1,369,6
4941,20240827,12,3,4,534,5
4942,20241126,3,3,1,398,5
4943,20241128,4,3,2,541,4
4944,20240219,6,1,3,477,5
4945,20240111,12,3,4,572,8
4946,20241216,19,2,7,574,3
4947,20240604,10,2,4,359,5
4948,20240310,1,3,1,446,9
4949,20240617,17,2,6,582,1
4950,20240928,16,1,5,509,0
4951,20240308,9,1,3,509,6
4952,20241220,9,3,3,512,8
4953,20240908,9,2,3,515,5
4954,20240217,12,2,4,569,8
4955,20240702,9,3,3,477,4
4956,20241115,15,1,5,471,2
4957,20240705,2,3,1,452,6
4958,20240330,11,2,4,514,7
4959,20250321,11,2,4,468,3
4960,20241127,8,3,3,520,1
4961,20240518,6,1,3,495,6
4962,20241222,7,1,3,403,5
4963,20240329,3,3,1,403,4
4964,20240930,8,2,3,537,5
4965,20240119,18,1,6,571,5
4966,20241106,17,3,6,561,4
4967,20241223,11,2,4,430,5
4968,20250108,2,1,1,539,3
4969,20240602,19,1,7,551,2
4970,20250124,7,3,3,507,5
4971,20240916,18,2,6,615,1
4972,20240417,8,1,3,542,5
4973,20250105,14,3,4,341,9
4974,20241011,7,1,3,345,8
4975,20240228,4,2,2,518,9
4976,20240504,17,1,6,575,3
4977,20241219,5,2,2,461,5
4978,20240929,12,1,4,558,3
4979,20240416,9,1,3,514,10
4980,20241025,13,3,4,330,6
4981,20240901,18,1,6,556,5
4982,20241201,9,2,3,518,5
4983,20250325,4,3,2,548,6
4984,20250221,8,2,3,524,11
4985,20240903,1,2,1,533,5
4986,20240108,17,3,6,608,2
4987,20240520,9,2,3,476,4
4988,20241227,13,1,4,478,5
4989,20240108,2,3,1,468,7
4990,20241217,13,1,4,594,3
4991,20240403,9,1,3,420,2
4992,20241116,6,2,3,525,7
4993,20250302,1,2,1,510,9
4994,20240208,5,1,2,424,8
4995,20240321,3,3,1,376,8
4996,20240705,4,1,2,578,5
4997,20240324,1,1,1,554,7
4998,20240328,14,2,4,597,4
4999,20240829,9,2,3,515,6
5000,20241207,4,1,2,554,6
5001,20240402,18,1,6,578,0
5002,20240326,14,2,4,390,5
5003,20240213,4,1,2,526,9
5004,20240516,10,2,4,385,5
5005,20250224,3,1,1,476,5
5006,20240314,7,3,3,357,5
5007,20240205,10,3,4,458,6
5008,20240410,13,1,4,499,3
5009,20240604,4,2,2,540,5
5010,20250301,18,1,6,586,0
5011,20240911,11,1,4,552,7
5012,20240619,4,2,2,584,6
5013,20240803,14,1,4,430,6
5014,20240618,18,2,6,565,4
5015,20240908,8,1,3,547,4
5016,20241225,10,2,4,374,3
5017,20241117,5,1,2,263,9
5018,20240224,7,3,3,540,2
5019,20250331,12,2,4,543,6
5020,20250307,3,3,1,429,3
5021,20240331,4,2,2,560,9
5022,20241004,10,2,4,359,6
5023,20240410,4,2,2,557,8
5024,20240603,15,2,5,448,6
5025,20250111,10,1,4,568,5
5026,20241214,16,1,5,435,1
5027,20250326,15,2,5,468,3
5028,20241229,19,1,7,546,4
5029,20240520,19,2,7,581,2
5030,20240621,18,2,6,572,3
5031,20240110,12,3,4,476,1
5032,20240815,16,2,5,530,4
5033,20240921,1,2,1,539,5
5034,20250313,16,1,5,513,3
5035,20240904,2,2,1,508,5
5036,20240903,15,2,5,588,3
5037,20240603,7,3,3,547,7
5038,20240203,1,1,1,505,6
5039,20240508,5,1,2,487,9
5040,20240608,10,3,4,415,6
5041,20240329,4,2,2,577,10
5042,20240402,14,3,4,301,7
5043,20241122,13,1,4,466,3
5044,20240828,1,3,1,464,5
5045,20241118,16,1,5,526,2
5046,20250207,9,3,3,505,6
5047,20240426,16,2,5,384,2
5048,20240403,19,2,7,542,0
5049,20240611,15,1,5,559,3
5050,20240408,14,3,4,389,7
5051,20240422,10,1,4,467,2
5052,20241224,12,2,4,549,9
5053,20240331,1,1,1,541,8
5054,20241211,17,2,6,584,7
5055,20240724,9,1,3,453,6
5056,20240117,19,3,7,487,4
5057,20240930,18,2,6,592,1
5058,20240621,7,1,3,461,2
5059,20240425,9,2,3,479,4
5060,20241214,12,3,4,502,0
5061,20240629,7,2,3,429,2
5062,20240331,14,3,4,460,7
5063,20240322,15,2,5,492,3
5064,20241119,15,3,5,436,5
5065,20250324,6,2,3,528,0
5066,20240423,14,3,4,388,5
5067,20240913,2,1,1,496,5
5068,20240227,8,1,3,590,3
5069,20240602,13,2,4,459,4
5070,20241230,6,3,3,487,3
5071,20250207,5,1,2,319,8
5072,20240425,5,2,2,365,4
5073,20241208,1,1,1,551,3
5074,20240922,9,3,3,405,3
5075,20241110,6,2,3,503,4
5076,20240721,7,3,3,433,3
5077,20240210,9,3,3,466,7
5078,20240414,5,3,2,424,6
5079,20250123,14,1,4,449,6
5080,20250112,5,2,2,466,9
5081,20240711,8,3,3,479,6
5082,20250204,7,1,3,467,6
5083,20241004,13,3,4,445,4
5084,20241219,13,1,4,421,7
5085,20240824,8,2,3,555,6
5086,20250228,11,2,4,568,6
5087,20240808,18,2,6,571,0
5088,20240308,19,2,7,558,3
5089,20240715,6,3,3,478,6
5090,20240912,2,1,1,466,3
5091,20240518,13,2,4,369,8
5092,20241107,11,3,4,421,2
5093,20250310,1,2,1,465,9
5094,20240528,2,2,1,548,4
5095,20240408,17,2,6,588,5
5096,20240316,8,1,3,535,6
5097,20241008,2,1,1,530,8
5098,20250105,6,1,3,459,4
5099,20250206,5,2,2,332,6
5100,20240418,16,3,5,458,3
5101,20240706,8,3,3,535,6
5102,20240717,19,3,7,535,3
5103,20241029,16,2,5,486,2
5104,20241122,13,1,4,478,1
5105,20240602,7,3,3,449,2
5106,20240209,16,2,5,484,2
5107,20240512,16,2,5,429,4
5108,20250208,12,3,4,517,8
5109,20240511,14,3,4,337,7
5110,20241005,18,2,6,574,2
5111,20241227,18,3,6,535,1
5112,20240324,16,2,5,587,4
5113,20250202,16,3,5,453,3
5114,20240829,13,1,4,404,7
5115,20240425,9,2,3,479,8
5116,20240418,9,1,3,519,10
5117,20240808,13,3,4,525,5
5118,20250126,4,2,2,544,8
5119,20240210,9,3,3,404,4
5120,20250102,15,2,5,532,4
5121,20240526,14,3,4,319,6
5122,20240421,19,1,7,546,4
5123,20240412,12,1,4,546,5
5124,20240215,6,3,3,471,3
5125,20250215,3,1,1,474,9
5126,20241119,16,1,5,459,6
5127,20250112,17,3,6,560,3
5128,20240927,16,2,5,474,0
5129,20250224,6,3,3,481,5
5130,20250119,8,2,3,531,4
5131,20240713,19,1,7,573,5
5132,20250101,2,1,1,528,7
5133,20241006,14,1,4,452,2
5134,20241009,12,1,4,569,1
5135,20240209,17,1,6,570,5
5136,20250322,15,2,5,506,3
5137,20240707,18,2,6,585,1
5138,20240612,16,2,5,507,4
5139,20240124,13,3,4,407,5
5140,20240124,17,1,6,593,1
5141,20240104,8,1,3,528,2
5142,20241118,1,1,1,548,5
5143,20241016,3,3,1,460,7
5144,20250316,16,3,5,437,6
5145,20250308,2,3,1,496,7
5146,20240629,15,1,5,524,2
5147,20240904,1,2,1,509,7
5148,20240425,9,3,3,456,3
5149,20241005,16,3,5,488,1
5150,20241230,4,2,2,572,10
5151,20240309,12,3,4,588,5
5152,20241216,1,2,1,484,6
5153,20240910,1,1,1,548,6
5154,20240629,7,2,3,417,6
5155,20241113,18,2,6,547,4
5156,20240617,15,1,5,519,3
5157,20241108,13,3,4,448,4
5158,20240905,16,1,5,618,3
5159,20240706,7,3,3,417,2
5160,20240223,16,3,5,405,1
5161,20241121,13,2,4,474,1
5162,20241222,14,1,4,309,1
5163,20241108,17,2,6,589,4
5164,20240517,12,1,4,555,6
5165,20240616,13,1,4,514,5
5166,20250125,15,2,5,538,3
5167,20240412,4,3,2,524,12
5168,20250225,2,3,1,454,6
5169,20240325,18,1,6,568,10
5170,20241112,2,3,1,415,10
5171,20240730,15,2,5,515,3
5172,20240103,19,2,7,504,1
5173,20250118,15,2,5,489,1
5174,20240627,10,1,4,355,2
5175,20241207,11,1,4,508,7
5176,20241029,10,3,4,507,4
5177,20250327,5,2,2,300,6
5178,20241127,9,2,3,414,4
5179,20240207,19,1,7,556,4
5180,20250223,13,1,4,475,4
5181,20240826,18,1,6,596,4
5182,20240617,17,2,6,580,2
5183,20250328,6,2,3,485,7
5184,20250131,10,3,4,414,4
5185,20241208,2,2,1,521,14
5186,20241109,6,3,3,386,5
5187,20241101,13,3,4,423,2
5188,20240130,18,2,6,578,4
5189,20240708,7,3,3,377,6
5190,20241222,2,3,1,529,4
5191,20240125,14,1,4,393,8
5192,20240421,5,2,2,375,7
5193,20250214,18,3,6,564,5
5194,20250310,11,3,4,426,2
5195,20240724,10,3,4,270,7
5196,20240703,11,2,4,452,5
5197,20250116,2,1,1,536,8
5198,20250113,15,1,5,508,3
5199,20240216,7,2,3,399,6
5200,20250108,9,2,3,520,8
5201,20240815,5,2,2,358,5
5202,20240208,7,2,3,418,4
5203,20240116,2,1,1,500,4
5204,20240122,3,3,1,447,3
5205,20240731,2,3,1,555,5
5206,20241105,19,2,7,568,2
5207,20240528,4,2,2,597,7
5208,20250331,7,3,3,399,5
5209,20240828,7,1,3,403,6
5210,20240928,17,2,6,593,2
5211,20240228,19,2,7,546,1
5212,20241013,16,1,5,442,5
5213,20250301,3,1,1,431,8
5214,20240720,15,1,5,533,2
5215,20240201,14,2,4,438,3
5216,20250318,15,1,5,537,1
5217,20240610,14,2,4,433,7
5218,20240911,7,2,3,418,7
5219,20240910,3,1,1,414,8
5220,20240109,17,3,6,537,3
5221,20240518,10,1,4,536,4
5222,20240110,15,3,5,484,5
5223,20240801,6,1,3,499,9
5224,20240929,17,1,6,586,4
5225,20241119,17,2,6,665,4
5226,20240217,14,2,4,354,2
5227,20250311,18,2,6,560,4
5228,20240420,5,2,2,403,7
5229,20240601,8,2,3,545,4
5230,20240502,7,2,3,498,9
5231,20250208,4,2,2,616,10
5232,20241222,18,3,6,562,2
5233,20240411,5,3,2,299,5
5234,20240828,16,2,5,463,2
5235,20241116,14,3,4,417,5
5236,20240709,19,1,7,622,2
5237,20240804,14,3,4,318,5
5238,20240220,9,2,3,530,6
5239,20241018,6,3,3,482,5
5240,20240321,17,1,6,630,5
5241,20250117,19,3,7,517,7
5242,20240328,12,2,4,511,11
5243,20240712,4,1,2,602,5
5244,20240413,16,1,5,518,2
5245,20240927,11,3,4,491,7
5246,20240405,4,1,2,579,6
5247,20250226,17,1,6,595,1
5248,20250113,8,1,3,501,3
5249,20240716,14,2,4,464,2
5250,20240101,2,1,1,511,4
5251,20250210,11,3,4,410,4
5252,20250112,11,3,4,428,7
5253,20240615,6,1,3,488,9
5254,20240505,14,3,4,313,1
5255,20241108,10,1,4,366,8
5256,20240321,8,3,3,475,5
5257,20250221,7,1,3,437,4
5258,20240907,8,1,3,524,5
5259,20240617,8,1,3,499,3
5260,20240313,2,2,1,561,2
5261,20240520,16,3,5,510,2
5262,20240310,9,1,3,470,5
5263,20240918,13,2,4,474,5
5264,20241205,12,2,4,551,3
5265,20241103,17,1,6,639,3
5266,20240901,2,1,1,462,12
5267,20240103,13,1,4,529,7
5268,20241202,1,1,1,510,11
5269,20240303,19,1,7,519,1
5270,20240218,11,3,4,481,6
5271,20240316,5,1,2,467,7
5272,20250102,1,1,1,620,6
5273,20240623,13,3,4,381,7
5274,20240418,8,2,3,548,1
5275,20240701,6,3,3,455,2
5276,20240710,17,2,6,611,2
5277,20240305,12,2,4,491,3
5278,20241202,1,3,1,448,10
5279,20250326,3,1,1,401,4
5280,20240927,14,2,4,421,7
5281,20240409,8,1,3,527,3
5282,20240201,11,3,4,478,8
5283,20241217,14,2,4,476,4
5284,20240507,8,1,3,561,5
5285,20250327,3,2,1,507,10
5286,20250205,7,2,3,469,5
5287,20250103,19,3,7,484,2
5288,20241204,4,1,2,620,6
5289,20240212,16,1,5,463,4
5290,20250106,13,2,4,506,2
5291,20250222,19,1,7,607,8
5292,20240318,5,2,2,405,3
5293,20241109,5,3,2,272,11
5294,20241015,4,3,2,511,8
5295,20240926,2,1,1,547,8
5296,20240610,13,3,4,433,4
5297,20240707,16,3,5,459,5
5298,20240903,2,1,1,525,5
5299,20250122,19,2,7,564,1
5300,20240803,17,3,6,574,1
5301,20241110,5,1,2,377,6
5302,20250216,18,1,6,581,6
5303,20241204,18,1,6,614,5
5304,20250124,8,3,3,522,5
5305,20250111,15,3,5,474,3
5306,20250308,13,2,4,514,7
5307,20240616,13,2,4,454,7
5308,20241204,16,2,5,437,4
5309,20240711,13,2,4,422,6
5310,20250328,2,2,1,441,10
5311,20241009,3,2,1,413,4
5312,20241201,15,1,5,563,4
5313,20250124,19,2,7,519,1
5314,20240113,13,3,4,451,6
5315,20240827,5,2,2,338,8
5316,20241115,6,3,3,462,5
5317,20250321,14,2,4,329,5
5318,20240526,4,1,2,573,9
5319,20240722,19,1,7,554,2
5320,20240320,7,3,3,457,2
5321,20250113,4,2,2,569,6
5322,20240212,2,1,1,447,4
5323,20240329,7,1,3,519,3
5324,20240527,3,2,1,437,11
5325,20240404,15,3,5,490,1
5326,20250327,1,3,1,492,4
5327,20250303,2,3,1,439,9
5328,20240530,10,1,4,434,9
5329,20240102,16,2,5,496,1
5330,20250110,15,1,5,458,1
5331,20240122,15,1,5,501,1
5332,20250105,14,1,4,415,3
5333,20241108,14,1,4,444,2
5334,20241123,6,2,3,548,8
5335,20240107,14,1,4,385,3
5336,20240724,17,1,6,597,2
5337,20250315,18,3,6,534,6
5338,20250109,19,1,7,535,6
5339,20250326,17,2,6,583,4
5340,20240423,16,1,5,523,7
5341,20240928,8,2,3,499,4
5342,20240323,7,2,3,469,7
5343,20240627,12,2,4,483,5
5344,20240728,9,3,3,443,2
5345,20241123,14,3,4,380,4
5346,20240503,1,1,1,588,4
5347,20240422,10,1,4,402,4
5348,20240112,17,1,6,554,2
5349,20240505,17,2,6,541,1
5350,20240222,17,2,6,592,2
5351,20241126,4,2,2,581,8
5352,20250123,17,1,6,619,4
5353,20241009,18,1,6,594,2
5354,20240519,2,1,1,541,8
5355,20250204,8,1,3,529,4
5356,20250124,13,3,4,486,4
5357,20240406,15,3,5,426,2
5358,20240105,9,3,3,430,3
5359,20240226,3,1,1,349,7
5360,20250215,3,3,1,395,4
5361,20241129,2,3,1,458,5
5362,20240309,1,1,1,533,11
5363,20240427,14,3,4,403,1
5364,20250110,17,1,6,586,3
5365,20240228,13,1,4,465,1
5366,20240202,19,1,7,515,3
5367,20241113,15,2,5,552,4
5368,20240219,14,1,4,412,6
5369,20250102,2,3,1,440,6
5370,20240119,7,3,3,515,5
5371,20240801,17,1,6,578,2
5372,20240715,18,2,6,540,5
5373,20250113,6,2,3,445,7
5374,20250325,8,2,3,526,4
5375,20240216,2,3,1,477,9
5376,20240615,1,2,1,539,5
5377,20250327,16,2,5,588,5
5378,20241015,7,1,3,336,2
5379,20240520,11,2,4,496,3
5380,20240324,15,2,5,484,3
5381,20240630,13,2,4,431,2
5382,20250125,2,1,1,470,6
5383,20240319,14,1,4,377,9
5384,20240802,6,2,3,570,9
5385,20240114,9,3,3,497,8
5386,20240802,7,3,3,429,4
5387,20250206,18,1,6,627,2
5388,20240507,9,2,3,427,6
5389,20241105,4,3,2,499,9
5390,20240904,9,2,3,402,6
5391,20250207,4,1,2,559,7
5392,20240129,12,3,4,521,11
5393,20241006,4,1,2,583,5
5394,20241203,14,2,4,425,6
5395,20241114,7,1,3,382,5
5396,20240720,13,1,4,515,6
5397,20241226,8,1,3,551,4
5398,20240226,5,1,2,433,12
5399,20250126,12,3,4,455,5
5400,20240805,13,2,4,476,9
5401,20240302,14,3,4,331,4
5402,20240605,18,2,6,561,1
5403,20240720,4,2,2,578,6
5404,20240117,18,2,6,574,2
5405,20241117,7,2,3,399,8
5406,20240106,15,2,5,504,1
5407,20240227,6,3,3,405,7
5408,20241120,16,2,5,525,1
5409,20250215,8,1,3,539,3
5410,20241113,16,3,5,504,4
5411,20240617,16,3,5,432,3
5412,20250328,3,2,1,400,7
5413,20240322,17,1,6,590,5
5414,20250228,9,1,3,533,8
5415,20250308,3,2,1,391,5
5416,20240806,7,2,3,481,2
5417,20240625,18,1,6,579,2
5418,20240722,12,3,4,452,4
5419,20240311,19,3,7,503,5
5420,20250121,16,2,5,423,1
5421,20240922,17,3,6,568,5
5422,20240407,15,3,5,441,2
5423,20241210,1,1,1,562,8
5424,20241017,2,3,1,456,4
5425,20240726,8,1,3,540,3
5426,20240102,2,2,1,506,10
5427,20240503,19,2,7,572,1
5428,20241006,9,1,3,499,6
5429,20240314,9,1,3,470,6
5430,20240614,13,2,4,372,5
5431,20240122,6,1,3,479,6
5432,20240602,15,2,5,482,5
5433,20250302,19,2,7,546,3
5434,20250314,15,2,5,492,4
5435,20241021,18,2,6,591,4
5436,20240806,7,2,3,412,5
5437,20240605,11,2,4,468,7
5438,20240817,8,3,3,540,3
5439,20240120,6,3,3,489,6
5440,20240210,8,2,3,526,3
5441,20250313,2,3,1,436,7
5442,20240527,19,1,7,541,6
5443,20240417,16,1,5,452,3
5444,20250206,7,2,3,416,9
5445,20240324,10,3,4,439,5
5446,20250101,12,1,4,547,3
5447,20241117,17,1,6,576,3
5448,20250217,7,1,3,557,7
5449,20241104,8,1,3,553,7
5450,20241016,7,3,3,350,1
5451,20250209,4,1,2,566,7
5452,20241118,3,1,1,445,3
5453,20240513,19,1,7,611,4
5454,20240725,15,2,5,465,4
5455,20241009,4,1,2,609,11
5456,20240922,9,1,3,553,4
5457,20240313,13,3,4,410,3
5458,20241217,18,1,6,582,1
5459,20240217,16,1,5,444,3
5460,20241121,1,1,1,522,10
5461,20240820,4,2,2,561,10
5462,20250318,18,3,6,567,4
5463,20240409,8,3,3,537,3
5464,20240228,16,2,5,442,2
5465,20240914,11,2,4,387,6
5466,20250216,19,3,7,520,3
5467,20250327,19,1,7,568,5
5468,20240305,18,3,6,555,5
5469,20240323,19,2,7,533,0
5470,20240602,11,1,4,490,3
5471,20240922,3,3,1,484,7
5472,20241104,8,1,3,555,6
5473,20240319,19,1,7,548,1
5474,20241110,10,2,4,374,7
5475,20240529,16,3,5,448,0
5476,20250310,5,2,2,476,8
5477,20240217,9,3,3,458,5
5478,20250208,8,3,3,506,1
5479,20250113,11,1,4,464,6
5480,20240904,16,1,5,538,3
5481,20241004,7,1,3,567,4
5482,20241221,15,2,5,520,5
5483,20240407,17,1,6,612,2
5484,20250217,6,2,3,496,4
5485,20240125,15,1,5,436,3
5486,20241010,8,2,3,549,3
5487,20250324,7,3,3,435,4
5488,20250103,2,2,1,497,8
5489,20241027,13,2,4,425,5
5490,20240308,6,2,3,477,7
5491,20240107,5,3,2,338,7
5492,20241031,1,2,1,549,6
5493,20240516,18,3,6,538,3
5494,20240612,15,1,5,592,3
5495,20240323,10,1,4,448,5
5496,20250119,3,3,1,345,8
5497,20240517,5,2,2,370,8
5498,20250223,13,1,4,442,5
5499,20240313,8,2,3,467,4
5500,20240824,2,2,1,544,6
5501,20240215,9,3,3,491,8
5502,20240415,17,1,6,623,5
5503,20250219,18,3,6,553,4
5504,20241014,13,3,4,372,5
5505,20240918,1,3,1,475,11
5506,20240624,12,3,4,543,3
5507,20240614,5,2,2,315,7
5508,20240524,8,1,3,474,7
5509,20241125,15,1,5,512,2
5510,20250104,3,1,1,432,6
5511,20241009,6,2,3,500,7
5512,20240223,13,2,4,497,3
5513,20240626,12,3,4,536,8
5514,20250222,19,3,7,528,5
5515,20240831,18,3,6,582,4
5516,20241206,1,3,1,439,7
5517,20240506,7,1,3,487,3
5518,20250212,12,3,4,536,2
5519,20250215,10,2,4,326,3
5520,20250101,12,2,4,490,7
5521,20240927,11,2,4,439,6
5522,20240511,4,3,2,519,4
5523,20240402,19,1,7,582,1
5524,20250113,6,1,3,482,9
5525,20240313,9,3,3,432,6
5526,20250214,10,3,4,350,7
5527,20250213,5,2,2,445,8
5528,20250206,13,2,4,461,6
5529,20240904,9,1,3,493,4
5530,20241213,2,2,1,475,13
5531,20240929,18,2,6,608,1
5532,20240212,1,3,1,466,13
5533,20250111,12,1,4,597,4
5534,20240210,10,3,4,404,2
5535,20240618,2,1,1,488,14
5536,20250309,9,3,3,560,4
5537,20240730,2,1,1,452,3
5538,20240616,14,2,4,396,2
5539,20240208,11,1,4,433,9
5540,20250103,11,1,4,525,4
5541,20240901,17,3,6,609,2
5542,20240530,4,1,2,630,8
5543,20240420,13,1,4,536,3
5544,20250311,7,1,3,449,5
5545,20240216,16,3,5,439,2
5546,20240303,1,1,1,471,8
5547,20240812,13,3,4,543,8
5548,20241231,1,2,1,530,6
5549,20240309,11,3,4,430,6
5550,20241025,6,1,3,569,4
5551,20250307,3,2,1,378,9
5552,20241016,12,1,4,568,7
5553,20241022,5,3,2,352,2
5554,20240721,9,2,3,509,4
5555,20240301,12,2,4,536,3
5556,20250309,10,2,4,313,6
5557,20250326,19,1,7,562,2
5558,20241113,5,2,2,441,7
5559,20241109,5,2,2,376,7
5560,20240609,9,2,3,514,7
5561,20241126,17,2,6,565,3
5562,20240116,10,3,4,388,3
5563,20241203,1,1,1,508,6
5564,20240403,16,1,5,522,4
5565,20241030,15,2,5,505,3
5566,20240517,17,3,6,584,3
5567,20241203,13,2,4,515,3
5568,20240207,1,1,1,554,10
5569,20240506,8,1,3,552,7
5570,20241001,5,1,2,330,7
5571,20240612,6,2,3,494,1
5572,20250318,14,2,4,386,5
5573,20241114,11,3,4,436,4
5574,20240317,6,3,3,457,12
5575,20240622,11,1,4,443,4
5576,20250121,13,1,4,377,6
5577,20241223,12,3,4,494,5
5578,20241116,2,1,1,502,12
5579,20250110,3,3,1,341,3
5580,20240331,4,2,2,563,8
5581,20240825,17,1,6,657,4
5582,20240920,6,1,3,556,4
5583,20240627,7,3,3,518,6
5584,20240727,15,2,5,518,1
5585,20240313,11,1,4,534,1
5586,20250124,3,1,1,403,5
5587,20240416,6,3,3,445,5
5588,20241210,2,2,1,370,8
5589,20241021,14,3,4,468,3
5590,20250103,9,2,3,543,6
5591,20250319,18,2,6,556,3
5592,20241010,19,3,7,513,2
5593,20241218,12,3,4,492,2
5594,20240630,13,2,4,479,2
5595,20240206,12,3,4,552,8
5596,20240516,12,1,4,499,5
5597,20241203,18,1,6,601,2
5598,20240225,9,1,3,489,6
5599,20240705,17,1,6,612,3
5600,20241206,16,1,5,510,2
5601,20240914,17,3,6,562,3
5602,20250320,8,2,3,525,7
5603,20240227,11,3,4,442,3
5604,20241228,2,1,1,533,3
5605,20240502,8,1,3,556,4
5606,20240706,12,3,4,523,2
5607,20240817,1,3,1,448,4
5608,20240616,13,2,4,441,5
5609,20250223,17,1,6,632,3
5610,20240423,14,3,4,402,7
5611,20240908,14,2,4,455,7
5612,20240416,16,1,5,567,6
5613,20240206,17,1,6,635,2
5614,20241130,6,1,3,514,10
5615,20240401,7,3,3,399,10
5616,20240118,1,1,1,440,8
5617,20241219,15,1,5,514,1
5618,20240303,18,2,6,563,2
5619,20240529,13,3,4,461,3
5620,20240518,2,2,1,473,5
5621,20240704,19,3,7,511,3
5622,20240703,15,1,5,457,1
5623,20240723,12,2,4,508,3
5624,20240916,15,3,5,500,2
5625,20240801,18,3,6,596,2
5626,20240912,14,1,4,424,5
5627,20240514,6,1,3,524,6
5628,20240301,12,2,4,568,9
5629,20241228,6,2,3,458,7
5630,20241105,9,3,3,478,8
5631,20240328,4,2,2,540,6
5632,20241119,17,1,6,631,3
5633,20240725,2,2,1,486,4
5634,20240508,16,2,5,488,4
5635,20241106,14,3,4,354,3
5636,20240103,8,1,3,564,4
5637,20250225,14,3,4,520,3
5638,20240829,2,1,1,454,8
5639,20240430,16,1,5,475,8
5640,20250119,4,3,2,546,11
5641,20240411,1,2,1,541,8
5642,20240207,14,3,4,367,8
5643,20241206,8,2,3,449,5
5644,20250216,3,3,1,477,4
5645,20240512,5,3,2,408,8
5646,20240720,6,2,3,416,6
5647,20241213,8,2,3,511,7
5648,20240121,6,2,3,565,0
5649,20240829,6,3,3,539,7
5650,20250330,4,2,2,590,5
5651,20250326,7,2,3,436,4
5652,20240418,19,2,7,545,5
5653,20241029,7,1,3,452,6
5654,20240324,3,2,1,483,6
5655,20240323,8,2,3,504,7
5656,20241017,1,2,1,485,4
5657,20250327,1,1,1,565,10
5658,20240309,14,1,4,427,6
5659,20240508,6,2,3,556,8
5660,20240714,10,2,4,363,4
5661,20240519,14,2,4,413,8
5662,20250319,4,2,2,534,8
5663,20241009,6,1,3,510,2
5664,20241107,16,2,5,410,3
5665,20240821,1,1,1,512,7
5666,20240123,6,3,3,409,6
5667,20240601,9,1,3,526,6
5668,20241003,15,3,5,508,0
5669,20240301,12,1,4,499,5
5670,20241114,3,1,1,506,7
5671,20250112,11,1,4,589,8
5672,20240221,15,2,5,506,2
5673,20241209,3,1,1,407,8
5674,20240601,14,2,4,580,5
5675,20240824,2,1,1,442,4
5676,20241106,4,1,2,580,8
5677,20241028,19,3,7,526,2
5678,20240201,12,1,4,598,9
5679,20240224,2,2,1,494,2
5680,20241217,17,3,6,554,3
5681,20250123,3,3,1,361,5
5682,20240205,10,1,4,397,2
5683,20240419,16,1,5,445,2
5684,20240625,9,3,3,466,6
5685,20241227,11,2,4,446,3
5686,20241109,15,1,5,467,5
5687,20241021,3,3,1,471,7
5688,20241201,16,2,5,453,6
