cost_id,date_key,stage_id,payroll_hours,material_cost,utility_cost
4825,20240106,5,10.7,485.55,105.89
4826,20240110,2,8.8,307.5,91.49
4827,20240227,5,8.4,461.1,114.24
4828,20240209,1,9.0,270.84,112.33
4829,20240114,5,9.6,391.52,99.35
4830,20240530,1,9.1,278.2,140.61
4831,20241122,6,7.3,176.61,88.83
4832,20240803,5,8.0,514.63,138.09
4833,20240522,2,7.0,288.18,100.0
4834,20250123,5,10.3,481.84,119.02
4835,20241023,5,9.0,508.84,122.28
4836,20250207,5,10.6,504.81,125.29
4837,20240507,2,6.9,302.59,112.37
4838,20241103,7,5.6,192.89,73.54
4839,20240922,6,6.0,209.85,79.25
4840,20250111,4,6.8,211.6,66.13
4841,20241208,7,6.2,183.78,53.72
4842,20240828,7,6.7,221.78,81.59
4843,20240603,6,8.5,219.64,105.24
4844,20240220,4,6.4,220.0,67.57
4845,20241228,1,10.0,287.98,98.85
4846,20240419,5,10.2,498.23,180.64
4847,20240229,2,6.6,248.01,84.9
4848,20250115,3,8.7,284.49,77.67
4849,20240810,6,7.4,207.1,80.51
4850,20250108,1,9.2,363.56,119.29
4851,20240106,7,5.7,177.97,72.97
4852,20240421,3,7.7,321.75,106.69
4853,20240723,7,6.7,210.22,63.98
4854,20241010,6,6.9,254.67,82.72
4855,20240523,2,6.8,235.7,102.92
4856,20240117,7,7.5,209.0,65.95
4857,20240622,5,8.4,536.21,156.63
4858,20240905,4,5.4,215.04,76.18
4859,20250101,7,7.3,221.53,69.13
4860,20240110,5,10.4,431.87,117.05
4861,20240607,2,6.2,312.67,123.17
4862,20240228,2,6.1,334.79,78.55
4863,20250226,1,9.6,385.42,106.96
4864,20240821,1,8.5,313.04,125.47
4865,20240513,2,6.2,246.63,128.64
4866,20241231,6,6.0,267.01,62.43
4867,20241205,2,7.4,251.65,80.17
4868,20240625,2,7.8,331.72,112.05
4869,20241226,1,8.4,294.96,110.53
4870,20240528,7,6.6,170.94,96.74
4871,20250203,6,8.9,224.59,58.63
4872,20240601,1,9.0,299.73,142.9
4873,20250226,2,6.6,321.76,92.68
4874,20240205,3,7.8,254.47,65.66
4875,20240416,5,9.4,440.89,162.64
4876,20240610,6,8.2,241.75,81.88
4877,20241123,3,9.3,316.49,91.94
4878,20240114,1,8.0,335.25,91.68
4879,20250316,1,8.2,345.63,137.37
4880,20240218,3,10.0,284.32,82.84
4881,20241208,3,7.4,259.5,78.44
4882,20240316,6,8.1,216.86,72.86
4883,20240324,4,6.7,234.82,82.74
4884,20240229,6,7.5,256.77,65.28
4885,20241209,3,9.5,328.49,98.63
4886,20240609,3,9.7,297.07,108.17
4887,20240610,6,6.5,267.43,100.04
4888,20240906,4,7.9,199.64,85.65
4889,20241014,7,5.5,179.18,74.88
4890,20240821,5,9.4,530.6,138.75
4891,20250314,3,9.4,332.65,87.44
4892,20241011,3,8.3,269.18,83.74
4893,20250214,7,6.6,210.1,48.97
4894,20241223,6,8.4,286.87,76.17
4895,20240505,1,9.6,348.49,146.22
4896,20240828,5,9.0,546.38,132.62
4897,20241207,3,9.4,303.01,78.86
4898,20240717,6,7.9,280.87,63.5
4899,20241122,6,6.1,224.72,76.47
4900,20241225,3,8.6,292.64,82.88
4901,20240521,3,9.4,294.21,103.03
4902,20250120,2,8.0,269.97,82.82
4903,20240107,2,9.0,247.9,89.79
4904,20241202,5,8.3,514.71,104.03
4905,20240609,7,6.5,187.41,90.71
4906,20240122,6,7.4,200.92,80.98
4907,20240926,6,6.6,275.94,64.45
4908,20250313,1,9.5,338.24,121.81
4909,20240508,5,9.1,464.04,161.54
4910,20250331,4,6.4,230.98,70.77
4911,20240210,3,8.6,263.39,62.37
4912,20250126,5,10.8,463.68,125.77
4913,20240129,3,9.0,295.91,75.57
4914,20241202,5,10.2,563.76,106.33
4915,20241212,7,6.4,210.61,80.28
4916,20240214,4,6.5,243.34,60.98
4917,20240515,3,7.8,270.98,113.29
4918,20250107,7,5.1,183.58,54.48
4919,20240513,2,6.2,325.42,127.57
4920,20250310,3,9.0,256.61,92.66
4921,20240823,2,6.2,311.19,95.64
4922,20241005,1,8.1,347.43,115.93
4923,20240229,2,8.3,233.59,96.0
4924,20241023,6,7.6,201.83,69.65
4925,20240114,6,6.7,226.71,67.87
4926,20241009,5,10.1,442.72,121.27
4927,20240713,3,8.9,213.95,92.58
4928,20240519,3,7.6,315.09,104.59
4929,20240416,5,10.6,513.43,162.01
4930,20250326,7,5.0,213.61,66.39
4931,20240616,3,9.2,288.98,107.05
4932,20240305,4,6.7,230.3,75.48
4933,20240117,3,8.1,236.78,64.56
4934,20240502,3,7.7,311.88,118.4
4935,20240525,1,9.1,324.68,163.17
4936,20240110,3,7.5,280.19,75.06
4937,20250117,3,9.7,282.43,74.22
4938,20250318,4,5.1,216.16,77.44
4939,20250130,2,7.5,229.58,88.28
4940,20240929,6,8.7,254.6,83.43
4941,20240529,7,5.3,166.01,93.09
4942,20241227,2,6.1,307.31,85.09
4943,20240926,7,5.6,249.81,70.04
4944,20240210,3,8.8,271.23,60.42
4945,20240920,6,8.1,216.37,67.33
4946,20250105,7,7.1,194.77,63.37
4947,20250204,2,6.3,261.97,74.81
4948,20250124,1,8.9,375.3,119.87
4949,20241122,6,7.3,198.53,69.82
4950,20241101,1,9.2,324.57,123.26
4951,20240907,2,8.3,293.62,105.91
4952,20241217,1,9.8,376.32,108.0
4953,20240212,7,5.2,225.09,57.34
4954,20240502,3,7.3,259.04,116.85
4955,20250127,2,8.4,259.81,90.93
4956,20241205,4,7.4,243.45,65.71
4957,20240211,7,8.0,219.95,51.34
4958,20241027,6,6.0,283.44,75.25
4959,20240208,7,7.2,179.23,57.72
4960,20240306,3,7.9,220.42,84.76
4961,20240304,3,9.6,255.35,82.55
4962,20240707,3,9.3,257.09,74.83
4963,20240614,2,8.0,331.17,109.94
4964,20241117,4,5.2,215.83,79.89
4965,20250129,4,7.0,263.16,67.97
4966,20240915,4,8.0,262.01,79.79
4967,20240516,7,7.5,204.83,84.79
4968,20240418,2,6.5,259.35,108.57
4969,20240212,1,8.9,275.71,107.37
4970,20250322,3,8.3,282.92,86.88
4971,20240418,3,10.0,284.65,101.1
4972,20250128,1,8.1,298.45,125.4
4973,20241222,6,8.9,273.25,61.57
4974,20241209,2,8.7,290.23,79.16
4975,20250113,4,5.5,216.34,79.14
4976,20240201,2,6.6,314.72,92.79
4977,20240308,6,7.5,286.8,69.32
4978,20240412,7,6.0,163.36,85.72
4979,20240514,1,9.1,364.84,136.81
4980,20240621,5,10.1,491.07,150.46
4981,20241028,5,9.3,426.27,148.06
4982,20241111,1,9.5,387.05,122.16
4983,20250216,1,8.0,276.68,101.61
4984,20240304,4,5.6,198.37,76.87
4985,20240719,3,7.7,313.34,80.77
4986,20240903,7,6.7,256.99,65.56
4987,20241227,6,8.2,221.02,60.35
4988,20240622,4,7.7,184.07,114.12
4989,20250120,3,8.9,288.81,83.63
4990,20240103,4,7.5,193.28,69.12
4991,20240401,2,6.5,239.65,102.8
4992,20240730,3,7.9,333.11,73.07
4993,20240618,4,7.1,204.96,100.97
4994,20241119,7,5.1,187.2,74.42
4995,20250321,1,9.2,349.82,126.79
4996,20240130,4,5.3,236.13,72.7
4997,20241013,6,8.3,279.47,71.16
4998,20240617,6,8.8,227.24,89.7
4999,20240122,2,7.5,306.43,78.33
5000,20240313,6,6.4,303.01,75.52
5001,20240109,6,7.6,279.55,52.43
5002,20240607,7,7.0,200.41,95.8
5003,20240523,1,9.2,316.68,149.44
5004,20241017,7,7.2,216.53,74.79
5005,20250209,3,9.7,297.73,95.25
5006,20240825,7,7.3,206.51,68.14
5007,20240427,1,8.7,371.64,148.5
5008,20240628,4,6.1,238.64,104.33
5009,20240705,2,6.0,333.72,99.38
5010,20240520,4,6.0,206.44,100.09
5011,20240807,4,7.7,189.28,83.43
5012,20250115,5,10.2,511.13,119.08
5013,20240627,2,8.8,285.25,113.16
5014,20250226,6,8.1,227.36,59.78
5015,20240228,1,9.3,341.8,96.39
5016,20240507,5,9.0,523.83,156.46
5017,20250226,6,8.4,261.85,74.98
5018,20240311,7,6.8,207.71,61.0
5019,20240804,6,6.5,238.45,76.35
5020,20250307,1,8.2,284.28,110.73
5021,20240305,1,9.6,300.42,114.78
5022,20240219,3,7.0,289.04,80.2
5023,20250305,3,9.9,287.77,77.89
5024,20241017,2,8.9,320.13,102.68
5025,20241114,6,6.6,200.81,82.92
5026,20241126,2,8.4,248.03,84.86
5027,20241219,4,5.9,184.32,82.42
5028,20240131,2,7.4,270.29,73.42
5029,20240229,6,8.2,216.23,65.07
5030,20240928,2,9.0,254.1,83.78
5031,20241102,7,7.2,207.36,72.73
5032,20241231,6,6.2,228.17,59.81
5033,20241106,3,9.2,308.34,91.98
5034,20241019,5,10.8,498.3,138.12
5035,20240125,3,8.8,304.22,64.81
5036,20240128,2,8.8,278.93,80.11
5037,20250211,7,6.3,178.49,65.43
5038,20240407,6,9.0,181.93,87.55
5039,20241003,4,7.8,255.05,77.94
5040,20240828,7,6.6,155.61,72.34
5041,20250129,4,6.7,188.12,83.73
5042,20240222,4,6.0,219.49,71.11
5043,20241212,3,9.2,334.89,82.04
5044,20240313,4,7.6,255.76,78.1
5045,20240523,2,8.2,268.9,122.25
5046,20240830,3,8.8,319.87,78.15
5047,20250129,6,6.6,259.06,65.35
5048,20240114,2,6.1,299.92,86.31
5049,20250302,5,9.1,452.67,144.81
5050,20241130,2,8.9,301.86,78.4
5051,20241227,5,8.2,437.25,126.33
5052,20241024,5,9.3,544.55,137.41
5053,20241207,7,6.3,217.36,70.24
5054,20241207,1,8.1,281.7,109.58
5055,20240713,1,8.7,367.46,130.57
5056,20241224,2,7.4,319.72,68.12
5057,20240130,5,9.8,543.92,118.04
5058,20241116,3,9.8,355.89,86.33
5059,20240214,3,9.8,276.13,81.94
5060,20240424,4,6.1,214.73,99.47
5061,20240510,4,5.2,193.04,111.69
5062,20250306,7,5.4,229.62,69.68
5063,20240727,7,5.2,165.41,70.26
5064,20240723,3,8.1,327.62,91.99
5065,20240301,1,10.0,381.5,121.53
5066,20250315,5,10.7,467.05,119.36
5067,20240920,2,8.7,312.3,91.23
5068,20241014,3,8.7,328.09,103.5
5069,20240226,3,7.4,283.65,71.35
5070,20250213,1,9.3,273.41,98.62
5071,20240310,4,6.2,221.75,80.08
5072,20240316,5,10.7,470.81,132.37
5073,20250126,2,8.5,287.38,72.32
5074,20241214,7,6.6,186.16,65.0
5075,20240527,7,5.2,216.15,79.63
5076,20240418,1,8.7,315.89,147.24
5077,20250131,6,6.5,269.13,59.59
5078,20240621,4,7.2,216.0,94.19
5079,20250107,2,7.5,253.81,79.14
5080,20240515,7,5.9,173.88,84.11
5081,20250205,2,6.0,356.34,87.65
5082,20250213,1,9.0,379.31,101.39
5083,20241015,2,7.7,267.52,92.1
5084,20240108,4,5.3,187.68,74.92
5085,20240421,3,9.6,240.04,99.87
5086,20240306,4,5.9,201.55,84.97
5087,20240523,1,8.5,373.85,149.07
5088,20240423,2,7.7,328.8,109.12
5089,20240416,3,7.7,327.73,124.02
5090,20241025,7,5.8,144.45,84.55
5091,20240816,5,8.2,539.27,142.95
5092,20240518,4,6.0,225.9,116.25
5093,20240417,6,6.5,245.79,82.38
5094,20240902,5,9.4,413.51,122.15
5095,20241215,6,8.1,263.01,81.14
5096,20240213,1,8.3,374.89,102.04
5097,20240515,1,8.6,259.52,161.07
5098,20241125,5,8.5,477.16,129.17
5099,20240310,6,8.0,231.83,79.1
5100,20250118,3,8.2,277.2,85.99
5101,20240503,2,7.6,269.93,117.74
5102,20241116,6,8.4,284.16,80.68
5103,20240502,5,9.5,429.52,170.95
5104,20241226,6,7.5,264.6,83.73
5105,20240802,3,8.3,356.48,76.14
5106,20250326,2,8.1,220.07,92.42
5107,20240723,5,10.2,475.94,130.55
5108,20240120,5,8.7,408.79,140.91
5109,20241220,1,9.3,349.55,114.59
5110,20240218,1,9.8,310.77,107.57
5111,20240522,4,5.4,215.43,115.8
5112,20240917,6,6.7,202.1,88.65
5113,20241104,2,6.2,303.63,88.04
5114,20250228,2,7.0,356.03,91.89
5115,20240325,2,8.9,311.29,75.71
5116,20240218,6,6.7,220.55,66.83
5117,20240825,3,9.7,231.49,95.28
5118,20241222,5,10.8,502.56,111.99
5119,20240721,4,7.5,213.79,70.91
5120,20240717,2,8.5,306.8,82.56
5121,20241127,6,7.1,240.54,75.93
5122,20241119,7,6.5,184.36,75.26
5123,20241005,4,5.6,274.95,80.18
5124,20240126,3,8.9,277.19,85.54
5125,20241030,1,9.6,312.86,129.38
5126,20240706,4,7.4,257.92,73.22
5127,20240909,7,7.2,194.71,63.99
5128,20240306,5,8.7,450.96,131.43
5129,20250203,3,7.2,293.14,83.93
5130,20241126,7,7.3,207.31,77.44
5131,20240802,3,9.2,298.2,76.45
5132,20250310,4,7.2,236.78,76.57
5133,20240123,2,7.0,281.34,83.58
5134,20240627,3,7.1,300.65,117.75
5135,20250108,6,6.8,249.12,75.35
5136,20240224,1,9.9,354.35,86.38
5137,20250107,3,9.8,306.23,60.03
5138,20240403,6,6.9,219.4,100.56
5139,20241224,5,10.8,443.2,123.73
5140,20240621,1,8.5,339.54,151.81
5141,20240324,4,5.3,215.1,83.18
5142,20241201,2,6.8,296.51,83.32
5143,20240422,1,9.9,369.54,158.01
5144,20240923,6,8.4,171.83,75.86
5145,20250305,7,7.4,175.08,78.17
5146,20240810,4,5.1,221.66,69.62
5147,20240803,1,9.7,352.92,112.61
5148,20240227,2,6.4,258.55,93.29
5149,20250213,6,6.9,170.01,70.6
5150,20241117,5,9.1,434.2,131.84
5151,20241108,6,6.7,212.07,61.07
5152,20240319,3,9.5,297.04,79.09
5153,20250304,3,9.0,306.86,90.23
5154,20240902,2,8.6,227.46,106.96
5155,20240824,2,7.7,319.69,87.56
5156,20240410,1,8.1,309.22,147.11
5157,20240122,3,8.3,332.83,77.15
5158,20241008,3,8.1,272.98,79.53
5159,20240625,6,7.9,249.6,85.21
5160,20241119,2,7.4,219.28,100.81
5161,20240918,6,6.5,245.14,80.69
5162,20240122,6,8.0,270.72,64.59
5163,20240207,4,5.2,228.4,70.4
5164,20240123,4,5.2,235.17,74.56
5165,20240304,5,8.8,454.83,135.9
5166,20241210,2,6.5,313.61,79.22
5167,20240713,6,6.7,252.19,78.83
5168,20240120,7,7.6,174.71,61.19
5169,20240609,6,8.9,239.42,88.59
5170,20240908,7,7.9,229.81,69.58
5171,20240827,6,8.1,214.08,76.48
5172,20250103,5,10.0,454.24,119.72
5173,20240120,7,7.2,232.88,55.8
5174,20240716,6,9.0,221.63,85.29
5175,20240507,2,6.2,301.65,108.98
5176,20250303,2,8.9,300.98,90.47
5177,20240729,2,6.7,300.91,84.93
5178,20240421,3,7.7,233.82,112.85
5179,20240125,6,6.1,224.35,71.23
5180,20240907,6,6.3,249.78,77.22
5181,20240828,6,8.0,243.6,70.18
5182,20250308,3,9.1,287.69,90.57
5183,20240728,5,8.3,512.7,116.17
5184,20250202,1,8.4,281.03,108.63
5185,20240411,6,8.7,279.39,88.8
5186,20240906,6,8.5,227.47,75.82
5187,20250214,1,9.2,334.11,109.69
5188,20240803,1,8.3,344.75,144.8
5189,20240416,5,8.2,463.7,164.49
5190,20241003,5,10.8,488.54,146.01
5191,20241130,7,7.0,239.58,70.99
5192,20241008,2,6.1,323.26,95.98
5193,20240110,5,8.2,428.31,118.34
5194,20250326,3,8.9,315.38,79.89
5195,20240818,7,7.3,185.2,55.68
5196,20250225,7,6.6,220.77,62.05
5197,20240224,5,8.8,502.51,124.66
5198,20241120,4,6.8,207.54,74.91
5199,20240328,7,7.7,217.01,74.63
5200,20241225,6,8.7,237.12,52.12
5201,20250328,2,7.0,270.81,82.16
5202,20240201,3,9.7,266.67,68.9
5203,20241211,1,9.2,334.95,120.36
5204,20240217,4,7.6,176.84,68.12
5205,20241009,5,9.6,483.79,132.13
5206,20240316,4,5.4,256.29,80.29
5207,20240201,1,9.6,294.72,106.79
5208,20240412,2,7.0,315.38,110.34
5209,20241018,7,7.2,156.41,65.43
5210,20240701,2,7.1,272.49,87.79
5211,20241121,2,8.0,312.26,88.98
5212,20240417,4,5.6,216.11,115.25
5213,20250131,3,7.7,257.32,74.74
5214,20240626,5,9.0,530.73,164.21
5215,20240810,1,9.0,387.29,116.28
5216,20240525,6,6.5,288.0,93.94
5217,20240605,4,5.9,245.03,98.66
5218,20240922,1,8.4,363.11,111.16
5219,20241021,4,5.7,205.41,80.36
5220,20241224,5,8.4,424.74,116.92
5221,20240510,4,7.7,193.34,107.78
5222,20241203,2,7.3,340.72,76.61
5223,20241030,4,6.6,216.29,80.45
5224,20240808,7,5.1,125.04,67.3
5225,20240618,4,7.1,233.04,107.83
5226,20240507,5,8.4,526.18,161.1
5227,20250306,2,8.4,311.77,82.37
5228,20240602,7,6.6,182.64,71.12
5229,20240902,5,8.8,434.46,121.64
5230,20240608,1,8.6,300.8,147.79
5231,20240911,7,5.6,141.4,83.61
5232,20240603,4,7.9,173.14,82.77
5233,20241126,5,9.2,397.46,117.91
5234,20240427,3,9.6,225.17,96.84
5235,20240502,3,8.7,258.79,107.6
5236,20240414,7,5.7,191.39,85.72
5237,20240716,6,7.2,253.42,81.34
5238,20240810,6,8.9,226.83,83.28
5239,20240920,6,8.0,309.98,70.83
5240,20240417,3,7.7,296.79,97.14
5241,20240328,5,8.1,433.8,137.6
5242,20240930,4,5.2,216.94,81.5
5243,20240719,3,8.1,321.08,77.9
5244,20240122,2,8.0,281.94,69.21
5245,20250107,3,8.6,279.93,68.76
5246,20240709,3,7.8,232.0,95.75
5247,20240219,4,5.5,230.82,75.5
5248,20240314,7,5.4,230.25,67.94
5249,20250119,3,10.0,275.6,65.55
5250,20250121,7,5.9,183.78,49.94
5251,20241229,3,8.3,304.27,89.01
5252,20250315,7,5.8,194.21,72.43
5253,20240514,4,6.9,219.16,101.84
5254,20240603,3,8.9,255.05,90.2
5255,20240115,5,10.5,401.75,119.24
5256,20240327,2,6.3,368.98,100.61
5257,20240731,5,8.2,484.19,130.73
5258,20241231,3,9.2,312.29,71.25
5259,20240317,2,7.8,269.39,83.56
5260,20240608,6,8.3,289.4,86.07
5261,20241031,1,9.3,393.92,111.64
5262,20240324,2,6.6,292.42,85.86
5263,20240421,4,7.9,189.04,90.44
5264,20250328,7,7.1,185.32,66.58
5265,20240820,2,7.6,286.14,90.13
5266,20250219,5,8.7,442.0,108.8
5267,20240430,4,6.1,246.16,100.31
5268,20241104,5,10.7,501.21,141.09
5269,20240604,5,9.9,516.36,172.52
5270,20241226,1,9.4,369.65,121.57
5271,20241213,3,8.5,296.84,74.8
5272,20240316,1,9.7,374.83,107.58
5273,20240716,3,8.8,331.95,91.95
5274,20240805,6,7.2,216.19,75.0
5275,20241018,5,10.9,519.52,144.86
5276,20240708,2,7.9,335.92,90.14
5277,20250128,3,7.6,301.53,56.41
5278,20240330,1,9.0,385.63,121.43
5279,20241201,4,6.5,271.39,62.09
5280,20240811,1,9.3,378.07,115.48
5281,20240726,5,8.5,407.4,134.92
5282,20240503,7,7.1,212.0,88.7
5283,20250201,5,9.8,450.53,115.35
5284,20250105,1,8.7,308.33,109.06
5285,20241007,1,9.1,312.6,124.48
5286,20240711,4,5.3,297.52,72.59
5287,20250226,6,7.1,203.39,66.81
5288,20250302,3,8.0,285.78,77.98
5289,20240320,5,8.9,473.65,124.1
5290,20241218,3,7.5,321.82,80.6
5291,20240801,7,6.4,228.08,76.03
5292,20240626,5,10.1,505.19,162.02
5293,20240530,5,8.4,431.26,144.9
5294,20240912,1,9.9,332.97,120.91
5295,20240509,6,8.1,245.77,103.9
5296,20250202,7,7.0,234.79,56.03
5297,20240424,7,6.2,199.89,83.16
5298,20240213,1,9.1,318.63,114.65
5299,20240620,6,7.6,218.4,94.69
5300,20240303,2,6.1,289.79,89.76
5301,20240415,1,8.1,344.03,152.64
5302,20250101,2,6.9,328.37,69.17
5303,20240613,6,8.2,261.97,100.75
5304,20240917,5,9.4,475.23,136.95
5305,20241014,4,7.5,223.29,78.15
5306,20240123,6,8.8,247.91,65.43
5307,20241218,3,9.4,340.33,78.27
5308,20240716,3,8.5,283.71,98.22
5309,20240624,7,6.5,220.51,80.1
5310,20240202,4,6.2,265.99,64.61
5311,20240820,4,5.6,251.56,75.8
5312,20241002,6,8.6,225.38,83.67
5313,20240509,1,8.1,372.71,138.99
5314,20241208,5,10.5,458.02,116.51
5315,20250105,7,7.0,195.4,67.23
5316,20241105,6,8.2,216.7,81.82
5317,20240602,6,7.9,242.7,98.36
5318,20240509,3,8.2,291.11,94.37
5319,20250325,4,7.8,272.57,81.1
5320,20240406,5,8.5,475.51,167.77
5321,20240314,6,8.6,238.31,81.84
5322,20250215,3,7.6,227.93,84.07
5323,20240115,5,8.5,421.38,114.93
5324,20240322,2,6.0,311.5,88.2
5325,20240410,3,7.5,188.78,103.87
5326,20241103,2,9.0,267.39,92.67
5327,20250226,6,8.3,237.59,55.17
5328,20241229,5,8.3,461.33,115.15
5329,20240926,1,8.2,368.47,123.98
5330,20240131,4,6.5,202.93,79.12
5331,20240313,2,6.8,358.89,89.22
5332,20240215,1,8.7,318.39,125.12
5333,20241022,3,8.4,247.65,74.38
5334,20240705,4,6.6,205.79,75.09
5335,20241008,5,10.6,523.25,132.39
5336,20240331,7,7.1,212.73,63.25
5337,20240116,7,7.9,196.51,67.25
5338,20250120,6,8.2,293.53,57.32
5339,20240727,4,7.2,229.43,66.67
5340,20240811,1,9.5,306.95,123.89
5341,20240303,1,9.1,380.21,124.16
5342,20240507,3,9.8,288.68,110.22
5343,20250212,5,9.2,433.14,117.0
5344,20250326,3,8.2,268.94,91.24
5345,20240210,6,6.2,270.44,52.86
5346,20241106,5,8.7,453.54,125.3
5347,20241220,6,7.8,242.66,71.5
5348,20240103,6,7.3,241.51,66.51
5349,20240603,3,8.3,309.08,118.36
5350,20240521,4,5.5,265.65,94.48
5351,20240202,5,10.8,483.17,126.11
5352,20241206,5,10.8,468.43,124.98
5353,20240517,5,8.2,532.6,158.27
5354,20240629,3,8.7,313.32,101.4
5355,20250330,6,7.1,262.6,66.32
5356,20240616,3,9.5,293.28,112.97
5357,20241006,6,8.6,176.28,86.03
5358,20240517,3,8.2,295.79,106.94
5359,20241031,1,9.3,342.01,100.84
5360,20240604,7,6.5,221.54,91.81
5361,20241227,4,5.8,241.06,72.89
5362,20240609,3,8.0,265.13,107.85
5363,20250306,4,6.2,225.5,77.12
5364,20240925,2,8.5,298.99,88.51
5365,20240620,7,5.1,145.75,81.83
5366,20240402,3,9.7,277.8,107.07
5367,20241009,5,9.5,484.08,127.49
5368,20240315,5,10.7,461.28,118.22
5369,20241125,2,6.2,257.93,89.44
5370,20241011,6,7.4,270.91,85.04
5371,20240823,3,9.9,297.29,82.6
5372,20240731,5,9.5,491.92,123.88
5373,20241022,7,6.4,185.34,72.08
5374,20241210,5,10.3,489.63,117.59
5375,20240514,6,8.5,191.69,89.46
5376,20240725,2,6.7,245.06,82.48
5377,20240718,5,10.5,456.64,129.47
5378,20241222,7,6.6,179.71,51.51
5379,20241207,6,7.1,229.6,59.52
5380,20241128,4,7.7,232.96,76.58
5381,20240208,6,6.7,283.06,79.9
5382,20240125,4,7.1,248.21,73.2
5383,20250215,1,9.2,344.09,105.53
5384,20250310,7,7.5,247.33,73.52
5385,20240320,1,8.0,330.85,107.32
5386,20241122,6,7.0,255.51,80.04
5387,20241031,7,5.3,231.55,65.51
5388,20240703,3,8.4,287.13,93.96
5389,20250329,1,9.3,372.41,109.71
5390,20240522,5,9.8,507.88,142.12
5391,20240814,6,7.1,249.53,77.28
5392,20240504,5,9.5,472.72,176.45
5393,20240914,3,9.5,280.84,72.76
5394,20250130,1,8.4,323.98,108.33
5395,20240318,1,8.5,279.43,123.84
5396,20250312,5,9.6,446.09,120.67
5397,20240424,4,7.3,223.34,109.37
5398,20240911,1,9.1,362.85,124.7
5399,20240829,2,7.9,339.08,88.05
5400,20241111,5,8.3,486.79,131.44
5401,20240306,3,7.4,268.35,83.53
5402,20250302,1,9.3,348.82,113.84
5403,20241016,7,5.4,230.66,65.28
5404,20250215,4,7.1,198.78,75.92
5405,20240917,5,10.5,552.15,120.28
5406,20250222,1,8.0,289.9,103.28
5407,20240116,4,5.5,274.41,72.41
5408,20241020,6,8.5,261.17,74.69
5409,20240821,4,8.0,251.81,83.93
5410,20240408,7,6.3,204.76,65.91
5411,20250305,5,9.0,445.27,129.56
5412,20250116,1,8.9,351.0,100.0
5413,20240620,7,7.1,186.87,90.43
5414,20250303,3,8.2,267.78,78.81
5415,20240917,1,8.4,329.6,114.52
5416,20240429,6,6.6,205.33,100.86
5417,20240622,2,7.3,265.96,103.72
5418,20240622,3,10.0,263.35,99.4
5419,20240831,5,9.6,471.74,127.14
5420,20240723,2,7.0,230.11,82.69
5421,20240903,2,7.6,250.71,82.93
5422,20241116,1,8.4,378.79,123.79
5423,20241011,4,7.5,233.85,80.61
5424,20240102,2,6.6,318.28,87.17
5425,20241114,6,8.0,294.6,74.25
5426,20240321,5,8.6,402.09,123.32
5427,20240612,5,10.2,431.69,167.63
5428,20240614,6,7.3,278.72,95.88
5429,20240829,6,7.3,224.83,72.15
5430,20250104,7,6.0,194.45,57.99
5431,20250109,4,5.1,228.82,62.85
5432,20240328,2,7.3,298.16,88.27
5433,20250205,4,6.2,256.44,89.53
5434,20240920,2,8.6,303.37,98.43
5435,20240128,1,8.7,355.78,106.92
5436,20250122,5,8.8,543.7,118.22
5437,20250225,6,6.1,236.24,77.73
5438,20240322,4,6.8,163.26,76.29
5439,20250323,2,6.9,294.44,86.77
5440,20240826,2,6.3,333.21,89.06
5441,20250111,6,8.4,276.24,85.46
5442,20241123,3,9.6,326.62,85.79
5443,20241109,3,8.8,254.63,80.78
5444,20250322,3,8.1,282.8,82.23
5445,20241002,3,7.5,255.85,97.32
5446,20240706,3,8.5,296.67,90.68
5447,20241230,7,5.8,162.28,54.04
5448,20250222,3,9.6,255.68,85.53
5449,20240206,5,9.9,500.16,104.77
5450,20240709,2,7.0,292.22,74.14
5451,20240503,5,10.6,486.81,154.52
5452,20241017,7,7.4,209.16,68.61
5453,20240628,2,7.4,267.19,103.89
5454,20250205,3,8.1,249.93,72.08
5455,20240703,6,6.3,198.28,79.28
5456,20241229,6,7.4,198.11,73.05
5457,20241002,1,9.5,333.3,113.15
5458,20240420,4,5.2,204.79,93.94
5459,20240705,6,7.1,258.31,78.99
5460,20241119,4,7.8,189.23,90.51
5461,20240602,5,10.9,466.24,157.73
5462,20240925,3,9.4,331.4,83.11
5463,20250208,5,8.7,468.96,114.15
5464,20241225,4,5.9,198.37,68.0
5465,20241209,3,7.2,280.52,81.1
5466,20241221,4,7.7,222.28,84.21
5467,20240701,6,6.2,232.76,82.06
5468,20241024,2,7.4,323.44,82.18
5469,20241204,4,8.0,198.89,84.7
5470,20241220,2,8.7,320.84,87.65
5471,20241005,1,8.8,375.71,123.66
5472,20240716,3,8.7,286.44,65.25
5473,20250303,4,6.4,184.34,90.46
5474,20240126,7,7.4,222.37,62.67
5475,20250324,4,7.8,230.78,78.18
5476,20240316,4,6.1,198.82,80.41
5477,20240423,6,7.6,183.45,98.95
5478,20241102,4,7.4,174.19,84.25
5479,20240314,3,7.6,247.19,74.31
5480,20241211,4,7.7,215.37,51.11
5481,20240603,6,6.2,283.63,91.65
5482,20240613,5,9.6,437.21,163.88
5483,20240910,2,7.6,300.12,103.63
5484,20240209,2,8.8,254.81,69.95
5485,20241009,7,6.0,219.49,78.23
5486,20240305,4,6.4,205.56,87.61
5487,20250319,1,8.5,337.58,119.65
5488,20241107,5,8.5,421.43,128.62
5489,20240421,5,9.4,530.04,169.52
