log_id,date_key,stage_id,rework_reason,man_hours_lost,parts_cost_lost
4718,20250227,5,Supplier defect,17.0,4164.55
4719,20240210,6,Machine calibration,10.6,1816.48
4720,20240526,5,Supplier defect,18.5,3901.68
4721,20250223,4,Tooling wear,14.6,3158.24
4722,20240127,6,Supplier defect,10.5,4175.54
4723,20240103,5,Supplier defect,10.3,3393.46
4724,20240105,1,Tooling wear,10.1,2146.76
4725,20240512,4,Machine calibration,9.5,2489.7
4726,20240428,7,Operator error,3.5,1359.19
4727,20240310,3,Power fluctuation,10.8,2116.79
4728,20240711,1,Process deviation,3.4,1847.09
4729,20241013,1,Tooling wear,8.7,2605.12
4730,20250302,5,Supplier defect,17.6,4082.03
4731,20240619,6,Tooling wear,13.4,2132.69
4732,20241110,5,Operator error,9.1,1988.29
4733,20240201,3,Material defect,17.2,2857.22
4734,20240514,6,Quality rejection,4.3,862.07
4735,20240201,6,Equipment failure,12.5,5536.29
4736,20240512,1,Power fluctuation,8.6,2447.96
4737,20240312,4,Tooling wear,9.3,2253.32
4738,20241129,6,Quality rejection,4.6,1379.19
4739,20250128,1,Process deviation,9.7,1490.18
4740,20241010,7,Operator error,7.8,1934.69
4741,20240223,7,Operator error,10.6,1979.07
4742,20240505,3,Quality rejection,8.0,1931.39
4743,20250215,1,Tooling wear,12.5,2568.2
4744,20240125,2,Machine calibration,7.3,2364.3
4745,20240429,1,Power fluctuation,13.5,2566.59
4746,20241104,5,Design mismatch,5.9,2469.55
4747,20240203,4,Machine calibration,12.5,1712.66
4748,20250329,1,Design mismatch,15.8,2725.62
4749,20240803,1,Operator error,9.5,2142.9
4750,20240813,6,Quality rejection,4.9,1570.58
4751,20240227,5,Tooling wear,12.7,2201.76
4752,20241128,6,Operator error,9.6,1713.97
4753,20250119,6,Process deviation,8.2,1851.1
4754,20240414,3,Operator error,6.1,1932.24
4755,20240902,3,Operator error,6.8,1313.61
4756,20250102,7,Material defect,20.3,2209.79
4757,20240729,2,Machine calibration,11.0,2231.35
4758,20240620,5,Operator error,6.7,1501.8
4759,20241003,3,Process deviation,8.4,1825.21
4760,20240516,3,Material defect,14.8,2887.05
4761,20240815,5,Quality rejection,5.3,1725.48
4762,20240313,7,Process deviation,10.6,1634.4
4763,20250308,5,Equipment failure,12.4,5688.52
4764,20240911,5,Process deviation,11.7,1643.47
4765,20240511,2,Power fluctuation,16.7,1758.76
4766,20240826,7,Equipment failure,12.6,5377.04
4767,20240610,1,Supplier defect,15.2,3914.64
4768,20240305,4,Tooling wear,10.5,2543.46
4769,20240409,7,Supplier defect,15.7,4243.78
4770,20250315,1,Machine calibration,10.9,1953.71
4771,20240618,6,Material defect,16.6,4002.61
4772,20240513,6,Quality rejection,8.8,1760.11
4773,20240414,5,Supplier defect,18.0,4869.38
4774,20240308,4,Tooling wear,10.2,3410.38
4775,20240423,5,Operator error,7.3,1573.97
4776,20250131,3,Quality rejection,9.9,1374.94
4777,20240305,3,Process deviation,7.0,2008.23
4778,20250311,5,Process deviation,9.9,1901.36
4779,20240904,1,Machine calibration,13.8,1513.17
4780,20240803,7,Operator error,9.6,1639.45
4781,20240427,6,Material defect,11.2,4476.16
4782,20240504,7,Quality rejection,6.6,1150.95
4783,20240331,3,Quality rejection,8.1,1339.05
4784,20240907,7,Operator error,3.5,1519.72
4785,20250128,4,Design mismatch,22.6,2620.74
4786,20241110,4,Machine calibration,8.1,2313.46
4787,20241227,5,Machine calibration,11.0,1925.01
4788,20250124,5,Design mismatch,7.4,1920.98
4789,20241230,1,Supplier defect,13.4,4132.51
4790,20240506,3,Equipment failure,22.7,3738.94
4791,20240415,2,Machine calibration,14.3,1415.45
4792,20240219,6,Quality rejection,7.0,1199.99
4793,20240113,3,Design mismatch,13.5,1791.93
4794,20241120,3,Machine calibration,7.3,2183.48
4795,20241214,3,Quality rejection,9.5,1365.54
4796,20240815,5,Quality rejection,5.3,1294.35
4797,20240805,5,Machine calibration,8.0,1987.4
4798,20240602,7,Quality rejection,6.4,1315.58
4799,20240216,3,Quality rejection,7.5,1562.65
4800,20240627,7,Operator error,7.6,1492.12
4801,20240507,5,Process deviation,8.5,2385.4
4802,20240514,1,Equipment failure,16.1,3471.9
4803,20250325,7,Material defect,7.6,2914.51
4804,20241023,4,Material defect,14.0,3830.37
4805,20240709,4,Equipment failure,31.4,3972.91
4806,20240617,6,Quality rejection,3.5,1242.04
4807,20240921,4,Power fluctuation,13.7,2060.79
4808,20240516,1,Power fluctuation,13.5,2080.41
4809,20240411,3,Operator error,9.5,2158.59
4810,20240306,2,Material defect,14.7,3034.7
4811,20240303,6,Design mismatch,13.7,2559.01
4812,20240611,5,Quality rejection,6.4,1327.65
4813,20240716,2,Power fluctuation,9.2,2611.03
4814,20250125,3,Quality rejection,8.2,1373.7
4815,20240410,1,Machine calibration,10.4,1530.66
4816,20240912,3,Power fluctuation,13.0,1973.16
4817,20240809,3,Machine calibration,6.7,2485.96
4818,20240420,7,Material defect,13.3,2613.88
4819,20240306,5,Power fluctuation,5.7,2559.8
4820,20250124,1,Process deviation,8.6,2300.59
4821,20240307,4,Material defect,16.5,3051.8
4822,20250323,6,Supplier defect,15.3,3792.42
4823,20250116,4,Machine calibration,14.2,1648.09
4824,20240302,2,Machine calibration,10.5,2064.38
4825,20240725,5,Supplier defect,14.7,3439.1
4826,20240826,1,Material defect,15.9,3306.22
4827,20241231,1,Process deviation,10.6,1225.76
4828,20240329,4,Design mismatch,16.6,3194.37
4829,20241020,6,Process deviation,8.5,1410.04
4830,20240411,4,Process deviation,9.1,1732.62
4831,20241029,7,Power fluctuation,10.2,1482.15
4832,20240728,1,Material defect,15.4,2187.72
4833,20240127,5,Quality rejection,9.1,1008.96
4834,20241028,2,Operator error,8.2,1644.48
4835,20240322,6,Machine calibration,7.5,1845.91
4836,20240311,1,Tooling wear,10.1,2444.98
4837,20240718,1,Tooling wear,9.4,3337.6
4838,20240525,6,Quality rejection,4.9,1295.03
4839,20241026,7,Tooling wear,10.8,1967.33
4840,20250330,4,Material defect,12.7,2981.26
4841,20241024,7,Design mismatch,9.7,3684.82
4842,20250329,7,Power fluctuation,10.4,2406.37
4843,20250305,1,Quality rejection,10.2,1361.91
4844,20240221,1,Supplier defect,15.0,3454.58
4845,20240724,7,Machine calibration,18.1,2298.4
4846,20240928,5,Quality rejection,8.1,1804.68
4847,20250109,1,Quality rejection,7.6,1448.43
4848,20240525,1,Power fluctuation,13.4,2443.8
4849,20250113,5,Design mismatch,12.3,2563.49
4850,20240421,7,Operator error,6.1,1515.6
4851,20240619,4,Design mismatch,22.5,3152.6
4852,20240303,6,Operator error,9.4,1823.0
4853,20240321,6,Design mismatch,9.7,3126.86
4854,20241106,6,Tooling wear,10.6,2229.43
4855,20241125,5,Supplier defect,14.0,4442.77
4856,20240124,5,Operator error,8.3,1565.03
4857,20241007,6,Design mismatch,12.0,1971.54
4858,20240430,2,Process deviation,8.7,1327.89
4859,20240712,4,Supplier defect,23.3,5545.63
4860,20240106,4,Process deviation,11.4,1790.2
4861,20240615,6,Process deviation,9.6,1934.78
4862,20250129,7,Equipment failure,14.6,4843.96
4863,20250201,1,Supplier defect,15.8,3325.13
4864,20240813,6,Process deviation,8.5,1972.74
4865,20241016,2,Operator error,10.3,2289.65
4866,20240424,5,Equipment failure,17.3,3992.07
4867,20240410,2,Tooling wear,11.1,1834.64
4868,20241225,6,Quality rejection,6.2,1646.92
4869,20240319,7,Process deviation,9.8,2549.31
4870,20250217,6,Design mismatch,11.2,2649.74
4871,20240703,7,Power fluctuation,11.0,2342.93
4872,20241029,3,Process deviation,8.1,1718.59
4873,20240315,3,Design mismatch,19.2,3365.49
4874,20241002,5,Process deviation,10.0,2106.19
4875,20240601,3,Tooling wear,13.7,2199.09
4876,20241010,6,Design mismatch,16.5,3477.79
4877,20240925,5,Operator error,8.0,1626.23
4878,20250315,5,Operator error,11.2,2022.28
4879,20241031,5,Equipment failure,23.5,4146.39
4880,20240123,4,Design mismatch,15.0,3075.46
4881,20241126,4,Design mismatch,12.8,3386.63
4882,20250323,7,Supplier defect,16.9,4054.31
4883,20240522,5,Tooling wear,12.4,3153.96
4884,20250118,4,Design mismatch,11.8,3292.7
4885,20250320,4,Machine calibration,10.8,2328.27
4886,20240217,4,Power fluctuation,12.5,2563.55
4887,20241105,7,Process deviation,8.9,2167.65
4888,20241102,6,Quality rejection,6.4,1408.06
4889,20240127,2,Tooling wear,10.9,2505.85
4890,20240219,3,Power fluctuation,7.9,3046.06
4891,20240719,1,Equipment failure,19.7,4227.05
4892,20240504,7,Power fluctuation,13.7,2483.22
4893,20250113,6,Machine calibration,8.5,2431.34
4894,20240801,2,Material defect,18.4,1835.0
4895,20240402,2,Operator error,9.3,898.14
4896,20240711,5,Machine calibration,7.6,1990.06
4897,20240412,6,Supplier defect,22.5,4315.71
4898,20250222,1,Supplier defect,11.9,3223.35
4899,20240811,5,Material defect,11.4,3506.61
4900,20240927,2,Operator error,8.2,2031.0
4901,20250331,5,Material defect,14.6,3017.91
4902,20241129,5,Supplier defect,18.1,4058.29
4903,20240430,7,Quality rejection,7.8,1547.34
4904,20240210,4,Power fluctuation,10.0,2260.49
4905,20240717,2,Supplier defect,5.6,4046.7
4906,20250321,2,Tooling wear,5.8,2602.61
4907,20250302,4,Machine calibration,9.3,2128.43
4908,20250125,4,Design mismatch,16.8,3027.65
4909,20241109,2,Material defect,20.2,3504.93
4910,20240501,5,Design mismatch,9.7,4260.11
4911,20240405,2,Material defect,10.3,3793.09
4912,20240730,7,Power fluctuation,10.1,2477.92
4913,20240906,6,Process deviation,9.3,1702.79
4914,20240906,4,Equipment failure,18.7,4674.87
4915,20241219,6,Design mismatch,13.3,2009.04
4916,20240918,1,Material defect,16.3,3818.77
4917,20240121,4,Power fluctuation,12.8,2221.77
4918,20240806,3,Quality rejection,4.0,1388.68
4919,20241213,3,Process deviation,8.7,1196.33
4920,20240717,7,Power fluctuation,6.3,1473.61
4921,20241007,2,Machine calibration,11.2,1949.69
4922,20240827,3,Equipment failure,22.0,5346.21
4923,20240417,3,Machine calibration,9.0,1649.41
4924,20240518,1,Supplier defect,20.9,3444.19
4925,20240705,5,Operator error,9.5,1750.07
4926,20240616,5,Operator error,6.1,1430.4
4927,20241027,5,Power fluctuation,8.4,2257.47
4928,20240715,7,Design mismatch,19.4,2956.93
4929,20250228,2,Process deviation,10.4,2406.17
4930,20240708,6,Machine calibration,11.6,1632.78
4931,20240425,1,Tooling wear,9.0,2069.58
4932,20241223,7,Operator error,6.5,1167.1
4933,20240714,2,Process deviation,8.8,1570.53
4934,20250325,1,Machine calibration,13.2,2538.16
4935,20240912,5,Design mismatch,13.4,2518.24
4936,20250109,6,Quality rejection,5.0,1375.76
4937,20240807,1,Design mismatch,18.9,3173.84
4938,20240422,6,Tooling wear,15.1,2612.99
4939,20240902,3,Equipment failure,20.0,4951.23
4940,20250327,5,Material defect,9.6,2449.73
4941,20241218,4,Process deviation,8.8,1731.89
4942,20241008,6,Process deviation,10.1,1415.55
4943,20241001,1,Material defect,17.1,2678.29
4944,20241023,3,Tooling wear,11.0,3257.65
4945,20240621,4,Process deviation,9.0,1788.62
4946,20240522,4,Machine calibration,10.5,1913.72
4947,20240117,5,Design mismatch,19.9,2724.48
4948,20250309,7,Supplier defect,19.0,2267.1
4949,20240418,3,Process deviation,8.4,2188.48
4950,20240331,4,Power fluctuation,6.1,1725.02
4951,20250327,4,Tooling wear,15.4,2554.54
4952,20250110,4,Machine calibration,10.2,2107.0
4953,20240722,5,Supplier defect,13.1,2237.66
4954,20240615,1,Tooling wear,9.2,1609.16
4955,20250328,5,Quality rejection,7.2,1447.92
4956,20241117,7,Power fluctuation,11.6,1354.77
4957,20240718,6,Quality rejection,9.4,1387.28
4958,20240412,5,Material defect,12.8,2633.09
4959,20240810,2,Equipment failure,26.3,4545.37
4960,20250111,6,Tooling wear,9.2,2788.14
4961,20241213,7,Design mismatch,7.1,2903.81
4962,20250219,1,Tooling wear,18.8,2102.47
4963,20241107,2,Process deviation,4.8,2362.71
4964,20240829,1,Process deviation,11.5,1772.68
4965,20250212,5,Supplier defect,20.8,2862.19
4966,20240223,4,Process deviation,12.1,1905.61
4967,20240520,6,Quality rejection,7.7,1308.48
4968,20240215,2,Machine calibration,13.0,2224.79
4969,20241024,4,Design mismatch,18.5,2777.0
4970,20240426,5,Process deviation,7.8,1956.42
4971,20250314,1,Equipment failure,24.4,5145.4
4972,20240801,6,Machine calibration,10.2,2108.47
4973,20241230,1,Machine calibration,9.1,2050.1
4974,20240429,6,Design mismatch,17.9,2072.53
4975,20240726,3,Operator error,6.8,1076.39
4976,20240124,1,Tooling wear,12.0,2558.83
4977,20240228,1,Material defect,5.5,2391.69
4978,20250214,5,Process deviation,9.3,1136.68
4979,20250304,1,Machine calibration,10.7,2192.65
4980,20240826,7,Material defect,16.5,2752.08
4981,20240710,5,Supplier defect,23.7,3913.18
4982,20250126,3,Material defect,14.8,2767.65
4983,20240510,3,Design mismatch,17.9,3275.94
4984,20240115,1,Design mismatch,16.8,2136.29
4985,20250220,2,Process deviation,8.7,1660.6
4986,20240626,2,Process deviation,8.9,2036.27
4987,20250307,4,Machine calibration,15.6,1688.04
4988,20240329,4,Supplier defect,8.0,3651.91
4989,20241115,7,Supplier defect,21.7,3908.77
4990,20240222,3,Quality rejection,5.9,915.27
4991,20240218,7,Process deviation,12.7,1185.92
4992,20240717,5,Supplier defect,28.5,3777.09
4993,20241113,4,Equipment failure,7.8,3521.98
4994,20240119,6,Quality rejection,9.8,1030.67
4995,20250204,4,Material defect,7.3,2223.79
4996,20241108,6,Power fluctuation,13.9,1990.35
4997,20240226,7,Operator error,8.7,1262.12
4998,20240717,7,Process deviation,12.3,1601.37
4999,20240310,4,Quality rejection,6.6,1392.79
5000,20241122,7,Operator error,10.1,1895.72
5001,20240123,3,Machine calibration,10.2,2574.75
5002,20240803,5,Process deviation,11.0,1573.96
5003,20240911,7,Process deviation,7.3,1592.09
5004,20240916,5,Process deviation,7.2,1525.12
5005,20240716,6,Process deviation,8.7,1495.7
5006,20250310,3,Machine calibration,6.3,1898.49
5007,20250325,7,Supplier defect,20.6,4153.91
5008,20240108,6,Quality rejection,12.0,1139.65
5009,20240511,2,Quality rejection,2.6,1543.21
5010,20240801,4,Tooling wear,11.1,2600.06
5011,20240422,3,Tooling wear,13.1,3037.67
5012,20240724,2,Process deviation,6.6,1884.04
5013,20240214,7,Material defect,13.1,1366.5
5014,20250127,2,Power fluctuation,13.6,2849.34
5015,20250305,2,Supplier defect,18.8,4350.25
5016,20240222,7,Quality rejection,4.4,1461.35
5017,20241013,2,Material defect,15.3,3312.1
5018,20240103,4,Material defect,10.4,4085.66
5019,20240419,2,Design mismatch,19.6,2801.95
5020,20241008,3,Process deviation,10.0,1751.27
5021,20240915,5,Tooling wear,7.4,1885.51
5022,20240607,5,Material defect,24.7,2578.66
5023,20240330,2,Machine calibration,7.1,1892.84
5024,20240102,2,Supplier defect,26.2,2757.62
5025,20250313,1,Material defect,25.3,4044.24
5026,20240226,2,Design mismatch,9.6,3398.56
5027,20241011,3,Operator error,5.8,1358.49
5028,20240812,5,Tooling wear,13.0,2825.33
5029,20250102,6,Equipment failure,19.7,3974.33
5030,20240907,1,Material defect,12.5,3300.34
5031,20240120,6,Quality rejection,7.3,1471.5
5032,20241112,6,Power fluctuation,13.9,1866.4
5033,20240103,2,Tooling wear,13.7,2454.04
5034,20250102,5,Machine calibration,10.8,2613.97
5035,20241204,4,Material defect,14.5,2988.78
5036,20240818,2,Machine calibration,8.3,1806.49
5037,20250103,5,Supplier defect,18.4,1775.22
5038,20240612,5,Quality rejection,3.7,1259.07
5039,20240522,4,Power fluctuation,7.8,2628.88
5040,20240203,5,Process deviation,11.6,1817.24
5041,20250314,7,Process deviation,9.3,1790.58
5042,20240301,3,Process deviation,5.8,1413.37
5043,20250114,3,Equipment failure,8.2,3480.12
5044,20250227,4,Design mismatch,18.1,3157.59
5045,20241208,5,Operator error,6.7,1479.02
5046,20240925,6,Quality rejection,4.7,1552.58
5047,20241219,4,Design mismatch,20.0,3684.1
5048,20250105,5,Supplier defect,22.6,2745.73
5049,20240914,3,Equipment failure,19.2,4100.68
5050,20240821,1,Machine calibration,6.2,2355.2
5051,20240705,3,Supplier defect,13.1,5366.89
5052,20240404,5,Operator error,6.5,1739.81
5053,20241109,3,Design mismatch,8.1,2199.22
5054,20240929,7,Operator error,5.3,2003.04
5055,20240714,5,Supplier defect,15.7,3222.28
5056,20241105,4,Power fluctuation,16.5,1558.01
5057,20240126,2,Power fluctuation,16.1,2117.28
5058,20240328,1,Material defect,19.8,2593.93
5059,20241026,7,Quality rejection,8.9,1458.3
5060,20240312,5,Material defect,6.6,1777.48
5061,20241007,4,Tooling wear,16.8,1447.89
5062,20240922,1,Quality rejection,7.7,1145.69
5063,20240422,6,Power fluctuation,7.6,2801.93
5064,20240709,3,Equipment failure,19.0,3456.93
5065,20240330,6,Supplier defect,16.5,5123.37
5066,20241115,4,Operator error,8.3,1405.04
5067,20240526,1,Design mismatch,15.4,2176.0
5068,20241006,6,Quality rejection,8.3,1637.72
5069,20250307,5,Power fluctuation,9.7,2191.54
5070,20240719,1,Supplier defect,18.3,3662.41
5071,20240806,2,Machine calibration,12.4,2315.57
5072,20250215,4,Tooling wear,11.2,2119.87
5073,20250107,2,Material defect,10.7,2753.41
5074,20250225,1,Operator error,5.6,1978.41
5075,20240103,5,Material defect,16.6,2673.13
5076,20240424,4,Design mismatch,14.4,2749.19
5077,20240210,2,Quality rejection,8.4,1621.09
5078,20240513,5,Material defect,20.1,2557.34
5079,20240612,7,Operator error,5.2,1879.6
5080,20240501,5,Machine calibration,8.2,1867.39
5081,20250228,5,Power fluctuation,11.3,2335.56
5082,20240509,4,Power fluctuation,8.9,2715.39
5083,20240511,5,Quality rejection,8.1,1791.74
5084,20241011,7,Design mismatch,16.6,3187.8
5085,20240928,7,Tooling wear,15.9,2803.88
5086,20240822,7,Process deviation,12.2,1112.01
5087,20240304,2,Design mismatch,12.0,2263.75
5088,20240808,5,Machine calibration,5.8,2243.95
5089,20240821,5,Quality rejection,11.0,1309.39
5090,20240116,5,Supplier defect,17.2,3868.55
5091,20240306,2,Design mismatch,11.7,2895.34
5092,20250126,5,Power fluctuation,16.6,1955.13
5093,20240323,1,Tooling wear,10.3,2193.37
5094,20240919,4,Equipment failure,17.8,4246.66
5095,20240714,6,Quality rejection,4.9,1403.18
5096,20241216,4,Equipment failure,17.3,4363.92
5097,20241024,3,Process deviation,10.2,1843.34
5098,20240624,5,Machine calibration,11.4,1644.88
5099,20240419,3,Supplier defect,16.9,3680.42
5100,20250101,2,Operator error,7.7,1460.96
5101,20240713,1,Supplier defect,16.3,4052.41
5102,20241010,1,Design mismatch,11.7,2860.29
5103,20240201,1,Tooling wear,14.3,2712.68
5104,20241026,5,Quality rejection,5.2,1448.33
5105,20241103,7,Power fluctuation,11.2,2302.06
5106,20240301,6,Supplier defect,20.6,3146.35
5107,20240821,6,Machine calibration,12.5,1833.09
5108,20240702,4,Design mismatch,14.8,2700.68
5109,20240401,4,Tooling wear,16.1,2450.3
5110,20240823,2,Design mismatch,16.5,2397.47
5111,20240910,2,Process deviation,8.7,1970.66
5112,20240322,3,Operator error,4.8,1482.36
5113,20240205,7,Supplier defect,13.5,2630.24
5114,20240715,5,Operator error,4.1,1693.25
5115,20240822,4,Equipment failure,15.4,2443.56
5116,20240816,6,Design mismatch,16.5,2493.65
5117,20241121,6,Material defect,12.5,3922.59
5118,20240510,7,Operator error,5.9,1669.05
5119,20240405,6,Design mismatch,15.9,3137.15
5120,20250213,1,Material defect,6.6,3737.0
5121,20240708,4,Machine calibration,8.9,1946.74
5122,20240610,6,Machine calibration,12.2,2119.02
5123,20240907,5,Material defect,10.3,4050.27
5124,20250121,1,Tooling wear,12.2,2634.05
5125,20240413,3,Process deviation,6.7,1784.61
5126,20241215,6,Process deviation,8.3,1478.88
5127,20240102,6,Operator error,5.6,1724.4
5128,20241027,1,Material defect,14.6,3495.22
5129,20240908,4,Material defect,12.1,2842.44
5130,20250119,5,Machine calibration,10.3,2241.57
5131,20240731,2,Supplier defect,17.3,3287.67
5132,20240506,6,Design mismatch,18.7,2404.84
5133,20240821,7,Operator error,6.0,1883.32
5134,20240311,5,Tooling wear,17.6,2764.37
5135,20250314,6,Power fluctuation,9.3,2555.67
5136,20240703,6,Design mismatch,8.9,2130.57
5137,20241113,3,Operator error,9.7,1521.94
5138,20250206,1,Tooling wear,14.5,2582.88
5139,20240813,7,Process deviation,8.9,1689.4
5140,20250214,7,Power fluctuation,10.3,2253.28
5141,20250115,6,Machine calibration,6.8,2221.6
5142,20240921,2,Tooling wear,7.5,3343.88
5143,20240926,2,Material defect,19.4,2751.89
5144,20240211,6,Material defect,21.0,2696.82
5145,20240301,1,Design mismatch,18.5,2975.69
5146,20240124,5,Process deviation,11.8,1394.17
5147,20250108,1,Supplier defect,22.3,2282.98
5148,20250330,5,Supplier defect,16.5,2137.58
5149,20241012,2,Process deviation,8.1,1795.1
5150,20240105,6,Design mismatch,18.2,2515.49
5151,20240110,5,Equipment failure,28.2,5295.23
5152,20240518,7,Power fluctuation,8.5,2826.7
5153,20250327,1,Process deviation,6.8,1157.21
5154,20240712,4,Design mismatch,13.6,2684.98
5155,20241230,3,Quality rejection,5.8,1199.49
5156,20240427,5,Power fluctuation,12.4,1541.86
5157,20250103,5,Design mismatch,15.6,2703.29
5158,20240616,3,Machine calibration,6.9,1747.44
5159,20241022,5,Equipment failure,12.6,4714.61
5160,20250208,3,Quality rejection,6.2,1057.19
5161,20240314,7,Process deviation,10.2,1956.39
5162,20240701,5,Design mismatch,11.9,3139.87
5163,20250217,5,Supplier defect,16.0,4167.43
5164,20241124,4,Supplier defect,9.9,4127.92
5165,20241122,6,Process deviation,10.2,2371.94
5166,20240526,6,Operator error,7.7,1549.25
5167,20240116,3,Material defect,15.3,3410.27
5168,20241227,2,Power fluctuation,10.9,2442.82
5169,20250216,2,Process deviation,7.9,1979.29
5170,20240904,1,Equipment failure,25.0,4891.43
5171,20250205,3,Operator error,8.5,1706.87
5172,20240521,5,Supplier defect,15.9,3457.84
5173,20240709,2,Process deviation,11.6,1510.19
5174,20240908,1,Supplier defect,12.1,3893.99
5175,20250113,4,Equipment failure,10.5,4303.62
5176,20241113,1,Operator error,7.2,1390.7
5177,20241112,5,Tooling wear,16.1,2423.62
5178,20240829,1,Operator error,4.1,1202.53
5179,20240314,7,Operator error,10.0,1509.77
5180,20240924,2,Operator error,11.7,1291.36
5181,20241026,5,Machine calibration,12.7,2353.96
5182,20240204,4,Power fluctuation,6.3,1967.61
5183,20240528,2,Process deviation,11.6,2216.57
5184,20240215,4,Machine calibration,9.7,1988.05
5185,20240801,5,Machine calibration,7.2,2456.27
5186,20240202,4,Power fluctuation,12.8,1624.19
5187,20240517,1,Supplier defect,16.7,4323.75
5188,20240728,1,Material defect,14.4,3560.12
5189,20250302,1,Process deviation,8.2,1814.42
5190,20240122,7,Power fluctuation,12.3,2314.23
5191,20250329,4,Design mismatch,13.2,2568.74
5192,20241110,6,Design mismatch,16.6,3607.1
5193,20250321,5,Operator error,9.1,1100.97
5194,20240419,6,Power fluctuation,7.9,1918.59
5195,20250330,7,Process deviation,4.3,2202.7
5196,20240602,1,Quality rejection,4.7,1474.64
5197,20240411,5,Operator error,7.5,1593.36
5198,20240909,2,Machine calibration,9.0,1550.06
5199,20240720,6,Quality rejection,10.5,1103.27
5200,20240820,6,Supplier defect,13.4,4566.52
5201,20240621,2,Supplier defect,16.2,3752.51
5202,20241018,5,Operator error,9.2,2023.15
5203,20240824,2,Supplier defect,18.0,2953.7
5204,20250318,3,Design mismatch,8.3,2991.57
5205,20240922,3,Material defect,18.3,2370.85
5206,20240904,3,Process deviation,8.3,1672.93
5207,20240116,7,Machine calibration,6.7,2859.21
5208,20250224,7,Quality rejection,3.0,1437.1
5209,20250124,5,Process deviation,8.1,1517.96
5210,20240912,2,Operator error,8.0,1931.49
5211,20250105,4,Process deviation,13.1,1881.43
5212,20241209,5,Design mismatch,12.8,2499.71
5213,20240211,2,Design mismatch,10.0,3558.23
5214,20241203,7,Equipment failure,25.5,3777.91
5215,20241127,2,Machine calibration,10.9,1812.11
5216,20250101,5,Quality rejection,9.9,1542.49
5217,20241005,4,Tooling wear,15.1,2542.99
5218,20241108,7,Material defect,15.1,3417.28
5219,20240630,1,Supplier defect,18.9,3980.41
5220,20240504,3,Power fluctuation,11.5,2282.65
5221,20240626,4,Operator error,7.8,1614.17
5222,20240417,5,Design mismatch,13.1,2541.33
5223,20240427,1,Process deviation,7.5,1935.52
5224,20240119,1,Tooling wear,12.4,2070.01
5225,20250114,3,Equipment failure,27.3,4000.34
5226,20241211,3,Equipment failure,28.9,4448.14
5227,20241007,2,Equipment failure,7.2,3992.56
5228,20241010,7,Supplier defect,9.8,3278.92
5229,20240603,6,Tooling wear,11.3,2827.5
5230,20240207,2,Tooling wear,13.3,2342.64
5231,20240826,2,Tooling wear,11.4,1979.83
5232,20250121,3,Design mismatch,13.6,3008.04
5233,20250319,3,Operator error,9.4,1924.86
5234,20250226,4,Process deviation,10.6,1748.78
5235,20240701,2,Machine calibration,7.0,1755.84
5236,20250305,7,Power fluctuation,9.5,1932.42
5237,20240228,1,Material defect,7.7,2788.98
5238,20240214,4,Process deviation,8.1,1162.97
5239,20240424,5,Quality rejection,6.2,1294.38
5240,20241110,2,Machine calibration,10.3,1946.52
5241,20240124,1,Equipment failure,27.4,4925.99
5242,20240208,4,Design mismatch,13.3,2865.9
5243,20250121,1,Quality rejection,7.3,1111.46
5244,20250122,6,Design mismatch,12.6,2325.36
5245,20240512,6,Machine calibration,9.3,2029.28
5246,20240826,7,Tooling wear,5.8,2592.61
5247,20240416,6,Quality rejection,9.2,1869.29
5248,20240321,2,Material defect,9.0,2039.22
5249,20241104,6,Machine calibration,13.9,1854.23
5250,20240515,6,Design mismatch,13.1,2367.74
5251,20240828,7,Operator error,6.1,1593.92
5252,20250318,1,Design mismatch,21.7,2742.86
5253,20240313,2,Tooling wear,13.4,1982.58
5254,20250128,1,Supplier defect,16.2,3715.15
5255,20240922,6,Quality rejection,6.8,1276.81
5256,20241213,5,Operator error,11.0,1516.73
5257,20240615,4,Equipment failure,18.9,4295.27
5258,20240314,2,Power fluctuation,9.7,2561.21
5259,20250224,4,Machine calibration,5.5,1807.98
5260,20240223,7,Power fluctuation,14.3,2328.98
5261,20241209,2,Material defect,10.9,2748.47
5262,20250317,1,Material defect,15.9,2064.14
5263,20240328,6,Design mismatch,14.9,3106.07
5264,20240421,5,Operator error,7.7,1729.18
5265,20241023,1,Design mismatch,20.7,2760.38
5266,20240628,7,Power fluctuation,7.6,1853.76
5267,20241228,6,Process deviation,9.7,1700.07
5268,20240811,5,Machine calibration,9.6,2530.75
5269,20240818,1,Material defect,13.6,2752.1
5270,20240211,4,Equipment failure,22.3,4807.75
5271,20240522,2,Power fluctuation,14.5,3054.04
5272,20250316,2,Machine calibration,14.3,1902.68
5273,20240813,5,Quality rejection,7.2,1261.64
5274,20250320,7,Power fluctuation,7.0,2763.87
5275,20240312,4,Machine calibration,6.8,1997.06
5276,20250226,7,Machine calibration,10.7,2475.72
5277,20250325,3,Tooling wear,14.7,2449.14
5278,20240729,7,Power fluctuation,9.1,1095.79
5279,20240725,3,Design mismatch,8.3,2694.01
5280,20250123,7,Design mismatch,16.8,2394.91
5281,20250129,3,Quality rejection,7.3,1342.1
5282,20250227,3,Tooling wear,10.8,2386.49
5283,20240528,1,Process deviation,10.0,1675.72
5284,20240311,5,Operator error,8.4,1655.87
5285,20240403,2,Operator error,5.6,2013.26
